source,fact
factchecker.in,"Agriculture Ministry: Old Schemes Renamed, Other Misleading Claims"
factchecker.in,"Overblown, Misleading Claims By 14 Modi Ministries"
factchecker.in,"Chattisgarh Gets PM Pat, Adds Millions Of Toilets"
factchecker.in,Why Shivraj Chauhan Should Allow Tribal Children Eggs
factchecker.in,Gadkari Is Right: Urine Good For Plants
factchecker.in,The Myth of India’s Muslim-Population Rise
factchecker.in,"Beef Eating Falls, Bovine Slaughter Grows In India"
factchecker.in,Train Toilet Replacement Only By 2021-22
factchecker.in,Will Indian Hindus Have 4 Children?
factchecker.in,Can Indian Muslims Outnumber Hindus? Unlikely
factchecker.in,"BJP Wildly Exaggerates Irrigation Claims, Right On Farmer Deaths In Maharashtra"
factchecker.in,"Modi is right, Maharashtra Is India's Second-Most Communally Troubled State"
factchecker.in,"Congress's Claim Of 25,000 Toilets Built A Half Truth."
factchecker.in,Mulayam Singh Yadav’s Claim on Low Rape Cases In U.P
factchecker.in,Is Delhi Really India's Rape Capital ?
factchecker.in,Why Opposition Needs To See This Inflation Chart
factchecker.in,Was Mumbai Metro Really Leaking?
factchecker.in,Is India The World's 2nd Fastest Growing Economy?
factchecker.in,A Fact Check On Congress’ Fact Check On Narendra Modi
factchecker.in,UPA’s FDI Claims Don’t Seem To Add Up
factchecker.in,Modi On Crimes Against Women In Uttar Pradesh
factchecker.in,Modi Exposes Worrying Data On Bengal Schools
factchecker.in,Why Does Rahul Gandhi Want To Dump MPLADS?
factchecker.in,Narendra Modi on Decline in Tourists to Rajasthan
factchecker.in,"Rahul Gandhi’s Claim That Rajasthan Added 7,000 MW in 5 Years"
factchecker.in,Have The Number Of Families Under Poverty Increased In Gujarat?
factchecker.in,Does Gujarat Have Highest Per-Capita Debt?
factchecker.in,Did The NDA Government Really Quadruple Forex Reserves?
factchecker.in,Who Built More Highways? NDA or UPA?
factchecker.in,Education & Suicide - What’s The Connection?
factchecker.in,Is Malnutrition In Gujarat Worse Than Sub Sahara?
factchecker.in,Can Maharashtra Really Be Power Sufficient By 2013?
factchecker.in,Is RTI Scaring Off India Inc?
factchecker.in,Can Governments Provide Basic Infra In All Schools In 6 Months?
factchecker.in,"Rajasthan, Not Haryana Witnessing Rising Crime Against Scheduled Castes"
OpIndia,"Alt News again comes to rescue Islamists, this time to save PFI supporters who chanted Pakistan Zindabad slogans"
OpIndia,"Fact-check: Did Rahul Gandhi meet ‘activist’ Amulya Leona during Bharat Jodo Yatra, who raised pro-Pakistan slogan in 2020 during anti-CAA protest"
OpIndia,Chants of ‘Death to Muslims’: How wild allegations by Leicester Police Chief endangered the lives of the Hindu community
OpIndia,Fact-Check: Did PM Modi try to click a photograph of cheetahs with the lens cover on
OpIndia,"Was a 5,000-year-old tradition broken at Radha Rani Mandir on Radha Ashtami by getting a female priest: Here is what we know so far"
OpIndia,No separate charge or GST on using washrooms of Executive Lounges at railway stations: IRCTC issues clarification after misleading media reports
OpIndia,"DIPR dismisses media reports claiming J&k likely to get around 25 lakh additional non-local voters, says ‘vested interest’ trying to misrepresent facts"
OpIndia,Rahul Gandhi targets Modi govt over price rise: Here is how data proves his claims are wrong aimed to create inflation hysteria
OpIndia,Fact-check: Did Amul print the Tiranga on the packets of its products as alleged by netizens
OpIndia,"Varun Gandhi apes the IQ of his cousin Rahul, gets confused between ‘loan waiver’ and ‘loan writeoff’, Kejriwal follows suit"
OpIndia,"The Hindu wilfully misrepresents what Kishan Reddy said about #HarGharTiranga program to insert China, KTR furthers the propaganda"
OpIndia,Fact-check: Did Shah Rukh Khan ‘donate’ Rs 23 lakh for an RO plant at Vadodara railway station? Here is the truth
OpIndia,TMC’s Saket Gokhale spreads misinformation about the Agnipath scheme after Government rejects his bizarre RTI
OpIndia,"How Congress relied on TheWire and the ‘activism’ of a man accused of sexual harassment to lie, tarnish reputation of Smriti Irani’s teenage daughter"
OpIndia,"No caste-based quota in Agnipath recruitment, how Indian Express spread fake news"
OpIndia,Fact-check: Is the government charging 18% GST on Crematorium Services?
OpIndia,"Rahul Gandhi and other opposition leaders spread lies that Modi govt has ‘banned’ certain words, here is the truth of booklet of Unparliamentary Words"
OpIndia,Aaditya Thackeray says Mumbai Metro’s Aarey car shed not needed as cars undergo maintenance once in 3-4 months: Here is how it is a...
OpIndia,Prashant Bhushan shares a morphed picture of President candidate Draupadi Murmu to label her as ‘RSS rubber stamp’
OpIndia,"Karnataka: Islamists share a stabbing incident at Chitradurga with a fake communal angle, here is the truth"
OpIndia,"Under fire for not helping Kanhaiya Lal, Rajasthan Police ‘fact-check’ a sarcastic tweet to prove their seriousness"
OpIndia,Can someone steal money from your Paytm account by scanning FASTag on your car? Know the truth of claims made in a viral video
OpIndia,"SP leader portrays victims of factory blasts as aspirants committing suicide over the Agnipath scheme, deletes later: Here is what happened"
OpIndia,"Fake news peddler CJ Werleman share misleading old video to label Police as ‘Hindutva radicals,’ Islamists use it to threaten Hindus with bomb blasts"
OpIndia,"Congress leader tweets fake letter attributed to Amit Shah, deletes it after netizens call her out"
OpIndia,‘Activist’ claims Dalit youth was tied to a tree and beaten in a case of caste discrimination in Andhra Pradesh: What really happened
OpIndia,"Srinagar Airport refutes rumours of exodus of Hindus after video of crowded terminal goes viral, says it is regular scene"
OpIndia,"AAP MLA takes credit for completing ‘long pending’ Railway Underbridge in Punjab, Railway fact checks saying it was already completed last year"
OpIndia,Fact Check: Does gangster Goldy Brar have a connection with Aam Aadmi Party and Chief Minister Bhagwant Mann?
OpIndia,Lallantop and Aaj Tak spread fake news about what Mahant of Kashi Karwat temple had said about Shivling in Gyanvapi: Here is the truth
OpIndia,Fact-check: Did the UP govt ask some beneficiaries to surrender their Ration Cards under new ration card rules? Here is the truth
OpIndia,Fact-check: Did a man in Saudi Arabia marry four women from the same school
OpIndia,"TMC leader Saket Gokhale peddles misinformation about recent reduction in petrol, diesel prices"
OpIndia,"Leftist media portal The Wire journalist claims Red Fort sold off to Dalmia Group, here is how she is wrong"
OpIndia,"“Didn’t take a single penny”: Assam CM’s wife Riniki Bhuyan Sarma rubbishes The Wire claim of receiving ‘illegal supply order’, informs PPE kits were..."
OpIndia,Fact-check: Is the Indian flag at Wagah border visible from Lahore as claimed in a viral message
OpIndia,Fact check: Fake tweet attributed to Finance Minister Nirmala Sitharaman on Rupee vs Dollar debate goes viral
OpIndia,"AltNews cofounder calls ‘Trishul Deeksha’ ceremony of Bajrang Dal as ‘arms training camp’, joins Islamists in fearmongering"
OpIndia,"NDTV claims Congress party’s ‘One Family One ticket’ rule exempts Gandhis, Congress hits back saying ‘fake news’: Here is what we know so far"
OpIndia,Serial fake news peddler CJ Werleman shares another fake news claiming that ‘Hindutva extremists’ thrashed a Muslim man
OpIndia,Statue of MK Gandhi fitted with laser eyes in the US? Here is the truth behind the viral image
OpIndia,Did Vietnamese youths build a replica Bugatti Chiron car using clay as claimed in viral video: A fact-check
OpIndia,"As Pfizer releases more than 80000 pages on its Covid-19 vaccine, claims about it flood Social Viralmedia: Here are the facts"
OpIndia,Congress leaders try to pass off 11 yr old pic of Bhutanese kings as the latest image of Rahul Gandhi attending his Nepali friend’s...
OpIndia,Did Sonia Gandhi have an Italian footballer boyfriend before she met Rajiv Gandhi? Here is what we know
OpIndia,"Congress leader, journalists and trolls share misleading videos to claim that Muslim man was knocked down on road due to his religion"
OpIndia,Yogi Adityanath and Lord Hanuman: How Sanjay Raut raked up an old lie to malign UP CM
OpIndia,Congress party shares false claims that 200 temples were demolished in Varanasi to build the Kashi Vishwanath Corridor
OpIndia,"UP priest not booked for reciting Hanuman Chalisan during Azaan time as claimed by media, only notice sent: Details"
OpIndia,"‘No one attacks Masjid, it was to save Hindus’: VHP & Bajrang Dal refute claims of Hindus making human chain to save Mosque in..."
OpIndia,Media spreads fake news about Muslim youth being attacked after watching Kashmir Files: Here is what actually happened
OpIndia,Fact-Check: Is Adani Group procuring wheat in Punjab and Haryana instead of FCI
OpIndia,"Congress leader Digvijaya Singh booked, FIR filed for sharing unrelated image to show Muslims as victim a day after Ram Navami processions were attacked..."
OpIndia,"Congress supporters confuse loan underwriting with write off and waive off, wrongly accuses SBI of waiving loan to Adani group"
OpIndia,Kashmiri teacher Dilip Bhan: How AAP discredited a petitioner in KMT case against Delhi Govt
OpIndia,Fact check: Viral message claims arms cache seized from a madrassa in Uttar Pradesh’s Bijnor
OpIndia,Arvind Kejriwal continues spreading misinformation to cover up AAP’s failure to distribute free rations to the poor in Delhi: Here is what happened
OpIndia,Is the viral pic of a man in lipstick at some fashion event that of AAP leader Raghav Chadha? A fact-check
OpIndia,"Rajasthan: Son of Congress MLA Johari Lal Meena booked for gangrape, blackmail and extortion of a minor girl"
OpIndia,Sympathisers of disgraced cop Sanjiv Bhatt claim that he was a Kashmiri Pandit: Here is what we know
OpIndia,Second hijacker of IC 814 killed? What we know about this viral claim
OpIndia,Has the government just allowed Kirpan for Sikh passengers on domestic flights? Here is what we know
OpIndia,"NDTV claims Gandhi family to offer resignation tomorrow, Congress denies it, accuses NDTV of peddling “unsubstantiated propaganda”"
OpIndia,"Abhisar Sharma opening an omelette stall, Ajit Anjum to sell chicken pakoda: Here is what we know about these viral claims"
OpIndia,Former Jansatta Editor Om Thanvi shares a 3-year-old misleading video to claim BJP is involved in electoral malpractice in UP assembly polls
OpIndia,"Journalist with The Hindu peddles misinformation on evacuation of stranded nationals from Ukraine, gets caught for pushing pro-DMK propaganda"
OpIndia,Did MEA outright deny that there was no coordination between India and Russia on evacuation of Indian Students? Here is the truth
OpIndia,NDTV and Congress pass off 10-year-old video as a Ukrainian child standing up to Russian forces amidst the ongoing conflict
OpIndia,"Does the “Ghost of Kyiv” really exist? Purported videos of Ukrainian ace pilot, who dowed 6 Russian jets goes viral, fact-checks emerge too"
OpIndia,Was a BSP worker burnt alive in Gorakhpur? UP police initiate action against Twitter users spreading fake news: Here is the truth
OpIndia,"Anti-CAA rioters in UP will still pay for the damages, under the new law: Read how misleading headlines are portraying half-truth"
OpIndia,‘I got 25 crores but gave details of 26.6 crores on MPLADS funds’: Is Bhagwant Mann the only MP to share details of interest...
OpIndia,TMC leader Yashwant Sinha objects to poor people in Uttar Pradesh getting rations because Fortune cooking oil is owned by Adani
OpIndia,"Congress leader Randeep Singh Surjewala shares a clipped video of Modi’s speech, here is what Modi actually said"
OpIndia,"From Zakat by Muslims in Ramzan, blaming Keto to playing victim: Rana Ayyub accepts almost all charges, makes bizarre defence"
OpIndia,‘Construction of Statue of Equality predates Aatmanirbhar Bharat Abhiyan’: Union Minister G Kishan Reddy responds to Rahul Gandhi’s ‘China-Nirbhar’ barb
OpIndia,"Fact-check: No, YouTuber Ajit Anjum will not open a chicken pakora stall if Yogi returns to power"
OpIndia,"Mahua Moitra makes false claims in Parliament, says Govt ‘replaced’ Urdu with Hindi as official language of Jammu and Kashmir"
OpIndia,PIB exposes fake news by NDTV on Union Budget
OpIndia,"Indian Express spreads fake news, CAPFs refute its report that their DGs were not invited to Republic Day parade"
OpIndia,"AAP leader Sanjay Singh shares clipped video to claim Yogi Adityanath feels pride being leader of only Kshatriyas, netizens expose his lies"
OpIndia,"‘Fact-checking’ site Alt News co-founder Md Zubair spreads fake news to defend Samajwadi Party, deliberately mixes up district with assembly constituency"
OpIndia,The case of missing context: How British journalist tried to shame Indian freedom fighter Netaji Subhas Chandra Bose with reference to Hitler
OpIndia,"Times of India publishes story on cricketers who married cousins, includes Sehwag who didn’t marry cousin to ‘secularise’ the story"
OpIndia,Fact Check: Has California enacted “Alternative Side of Street Pooping” to regulate open defecation? Here’s the truth
OpIndia,"Muslim man among 3 booked for selling Chinese kite string, ‘Liberals’ claim MP govt’s action has communal undertones: Here’s the truth"
OpIndia,"Shashi Tharoor hails Under-19 Badminton Player Tasnim Mir for securing top spot in World Junior Rankings, gets the facts wrong"
OpIndia,Did over 700 farmers die during anti-farm bill protests at Delhi borders? A detailed analysis of the data reveals the truth
OpIndia,Bihar Congress shares manipulated media of UP Deputy CM Maurya
OpIndia,"Congress steals images to ask for votes, ends up promoting schemes of BJP govts of Assam and the centre: Read details"
OpIndia,"Indian Express spreads fake news, claims BJP workers raised “Khalistani slogans” near Ludhiana DC’s office: Here is the truth"
OpIndia,Pakistanis and their Indian agents share manipulated video of cabinet meeting to claim Modi govt is planning to remove Sikhs from Indian Army
OpIndia,"The Quint spreads fake news to downplay PM Modi’s security breach, employs tactics it used to defend Sharjeel Imam’s seditious speech"
OpIndia,"Times of India attempts to downplay West Bengal post-poll violence, twists CBI sending 21 rape cases back to state formed SIT"
OpIndia,"Viral video and messages claim a drunk Aryan Khan was caught urinating in an airport, this is the truth"
OpIndia,"Congress makes false allegations that new tax imposed for ordering food online, here is the truth"
OpIndia,Virologist Dr Robert Malone claims UP govt withheld info from US about health kits handed out to Covid-19 patients: Here is the truth
OpIndia,News24 twists statement of Bihar police DGP about children being pushed into a life of crime when they run away from home: Read fact-check
OpIndia,Twitter adds ‘manipulated media’ tag: Read the fact check of fake video on Modi and Yogi posted by TMC leaders
OpIndia,"Fact Check: Rahul Gandhi lies, claims that the majority of India’s population is not vaccinated"
OpIndia,"Viral message says PM Modi touched feet of IAS officer Aarti Dogra, calling her ‘chief architect’ of Kashi Vishwanath Corridor: Here is the truth"
OpIndia,Congress mouthpiece National Herald’s Mrinal Pande makes ridiculous claims about Kashi Vishwanath Temple: Read how she was destroyed
OpIndia,"Kanpur Dehat police debunk misleading claims by Congress, others after video shows cop thrashing man with kid: Read what had really happened"
OpIndia,Subramanian Swamy peddles debunked lies to claim India helped in the creation of Wuhan coronavirus
OpIndia,Nagaland: BJP State President rubbishes media reports that said 12 of their MLAs are about to join TMC
OpIndia,"Prayagraj: Dalit girl, 3 family members murdered, The Wire columnist blames Thakurs when accused is Dalit"
